5,5;14,50
16,5;26,50
28,5;37,50
16,52;26,54
5,56;14,94
16,56;26,94
28,56;41,94
43,56;65,94
43,45;65,54
43,36;65,43
67,45;69,54
71,45;75,54
77,45;87,54
89,45;94,54
71,56;75,94
77,56;87,94
89,56;94,94
71,36;74,43
77,36;87,43
89,36;94,43
77,32;87,34
77,5;87,30
89,5;94,30
43,5;74,30
